Customer ID,Account ID,Customer,Region,Industry/Sector,Asset Type,AssetI D,Contract Start Date,Contract End Date,Credit Score,Monthly Revenue (USD),Outstanding Balance,FinancedAmount (USD),Instalment Amount,Interest Rate,Debt-to-Income Ratio,Credit Utilisation %,On Time Payments (Count),LatePayments (Count),Days Past Due,Last Payment Date,Payment Pattern Category,Transaction Volume (30/60/90 days),Returned Payments Flag,RiskScore (AI-generated),Probability OfDefault (PD),ModelConfidence,Model Version,Risk Band,TopFeatures,Exposure At Default (EAD),Asset Value,Collateral Value,Contract Status,High Risk Flag,Fraud Check Flag,Compliance Issues Flag,Last KYC Review Date,Next Review Due Date,Data Source,Record Created Date,Last Updated Date,Data Quality Score,Customer Tenure,Number Of Open Accounts,Previous Defaults Flag,Country Risk Score
CUST0171,201,Onfre Rallings,West,Retail,Mortgage,AST0171,27-Jul-24,47257,480,38338,10310,105706,1664,8.17,0.84,0.11,176,22,124,16-Aug-24,Good,80/112/97,Yes,0.697,0.297,0.737,v1.3,Low,"{""IncomeImpact"": 0.924, ""CreditHistory"": 0.971, ""DTI"": 0.944}",126034,261498,203826,Active,No,No,No,09-Mar-15,17-Mar-25,DataWarehouse,18-Aug-15,15-Oct-18,0.89,2,7,Yes,28
CUST0172,226,Esme Vispo,Central,Manufacturing,Mortgage,AST0172,19-Jan-24,48353,538,6720,9667,197796,1259,12.73,0.14,0.91,158,2,62,25-Dec-24,High-Risk,83/33/7,Yes,0.862,0.845,0.798,v1.4,Low,"{""IncomeImpact"": 0.319, ""CreditHistory"": 0.829, ""DTI"": 0.037}",240172,325458,89490,Written-Off,Yes,Yes,Yes,29-Jul-20,03-May-28,CoreBanking,16-Sept-15,09-Jan-24,0.6,11,7,No,16
CUST0173,118,Nita Rostern,South,Retail,Mortgage,AST0173,03-Sept-22,47531,346,40868,45468,92950,617,3.9,0.37,0.42,178,23,141,14-Mar-24,Good,56/62/297,Yes,0.23,0.121,0.862,v2.1,High,"{""IncomeImpact"": 0.077, ""CreditHistory"": 0.696, ""DTI"": 0.34}",198200,412718,82708,Active,No,Yes,Yes,30-Jan-15,03-Jan-26,CRM,04-Dec-22,23-Apr-22,0.8,10,7,No,89
CUST0174,238,Cristal Foard,East,Technology,Credit Line,AST0174,03-Jun-16,43733,721,17679,45756,165048,408,15.31,1.46,0.61,22,40,77,23-Mar-17,Irregular,53/1/285,Yes,0.065,0.315,0.813,v2.1,High,"{""IncomeImpact"": 0.539, ""CreditHistory"": 0.791, ""DTI"": 0.319}",51165,329492,189740,Written-Off,Yes,No,Yes,06-Feb-18,19-Apr-25,CoreBanking,06-Apr-16,07-Dec-23,0.57,16,8,Yes,21
CUST0175,22,Les Scrange,East,Retail,Mortgage,AST0175,07-Jul-22,45290,745,18474,87633,166695,3812,2.04,1.51,0.92,45,10,7,31-Aug-22,Irregular,65/29/36,Yes,0.886,0.616,0.511,v4.9,High,"{""IncomeImpact"": 0.233, ""CreditHistory"": 0.024, ""DTI"": 0.87}",171903,224711,104202,Written-Off,No,Yes,Yes,28-Aug-18,12-Apr-26,CRM,29-Aug-17,10-Apr-23,0.71,7,7,Yes,10
CUST0176,87,Lillian Stubbington,North,Manufacturing,Mortgage,AST0176,13-Apr-20,46695,521,41939,119273,51677,3273,9.96,0.97,0.19,91,17,51,31-Dec-22,Irregular,16/8/291,Yes,0.875,0.529,0.675,v3.2,Low,"{""IncomeImpact"": 0.939, ""CreditHistory"": 0.799, ""DTI"": 0.998}",245074,245427,219269,Active,No,Yes,No,08-Oct-21,18-Nov-25,CoreBanking,25-Jun-21,14-Mar-21,0.93,3,7,No,28
CUST0177,150,Lindsay Oen,East,Finance,Credit Line,AST0177,20-Aug-21,46732,552,18241,85798,118835,4846,6.34,1.86,0.95,146,0,106,24-Mar-24,Good,5/120/258,Yes,0.767,0.402,0.992,v4.8,Medium,"{""IncomeImpact"": 0.48, ""CreditHistory"": 0.628, ""DTI"": 0.874}",252275,429524,365247,Active,No,No,Yes,07-Dec-15,18-Feb-28,CRM,10-Oct-22,17-Mar-23,0.7,7,3,No,38
CUST0178,6,Raimund Charter,North,Manufacturing,Lease,AST0178,06-Sept-17,46001,465,48091,120398,229899,4772,18.93,0.15,0.45,197,8,180,12-Sept-18,Irregular,23/94/237,Yes,0.768,0.418,0.555,v1.6,High,"{""IncomeImpact"": 0.421, ""CreditHistory"": 0.738, ""DTI"": 0.239}",175538,283355,17151,Closed,No,No,Yes,01-Nov-23,03-Nov-28,CRM,16-Dec-21,16-Nov-24,0.67,2,9,No,7
CUST0179,8,Marcellina Hallyburton,West,Technology,Loan,AST0179,30-Mar-16,44392,674,26014,45945,174914,4677,17.92,1.17,0.77,35,21,61,17-Apr-18,High-Risk,14/166/244,Yes,0.355,0.287,0.509,v2.5,Medium,"{""IncomeImpact"": 0.296, ""CreditHistory"": 0.234, ""DTI"": 0.042}",141172,269013,356634,Closed,No,Yes,Yes,08-Mar-19,09-Dec-26,API,14-Jun-20,15-Aug-20,0.76,4,8,No,58
CUST0180,72,Verene Hustings,South,Manufacturing,Loan,AST0180,18-Dec-21,46420,382,27603,46874,80595,730,3.62,0.62,0.7,127,9,52,01-May-22,High-Risk,80/5/150,No,0.988,0.428,0.975,v5.2,Medium,"{""IncomeImpact"": 0.384, ""CreditHistory"": 0.68, ""DTI"": 0.218}",182770,225269,232710,Written-Off,Yes,No,Yes,15-Sept-15,15-Feb-25,CoreBanking,12-May-24,29-Oct-20,0.82,14,10,No,84
CUST0181,73,Guenevere Wallwood,West,Technology,Credit Line,AST0181,31-Mar-22,48238,768,21928,148701,39591,2610,5.12,0.59,0.48,73,49,12,28-Feb-23,Good,45/72/233,Yes,0.786,0.089,0.734,v5.2,High,"{""IncomeImpact"": 0.418, ""CreditHistory"": 0.879, ""DTI"": 0.945}",281660,154551,95567,Active,Yes,Yes,Yes,23-Apr-16,26-Mar-25,DataWarehouse,11-Jun-21,02-Jun-16,0.72,12,3,Yes,72
CUST0182,41,Maryrose Pattie,East,Retail,Mortgage,AST0182,06-Dec-22,45408,681,31388,141522,47623,4471,8.24,1.85,0.4,127,49,37,11-Nov-23,Irregular,40/39/2,No,0.613,0.167,0.825,v3.7,Medium,"{""IncomeImpact"": 0.991, ""CreditHistory"": 0.232, ""DTI"": 0.943}",78114,424208,296344,Written-Off,No,No,Yes,16-Mar-23,08-Sept-27,CRM,25-Jul-16,09-Aug-22,0.78,10,1,No,80
CUST0183,153,Justinn Redihough,East,Finance,Lease,AST0183,06-Jun-24,46716,356,41855,168116,56157,4879,13.63,1.58,0.77,50,1,21,28-Sept-24,High-Risk,57/173/44,No,0.608,0.513,0.593,v2.7,Medium,"{""IncomeImpact"": 0.231, ""CreditHistory"": 0.177, ""DTI"": 0.22}",269202,499614,29385,Written-Off,No,No,Yes,11-Jan-23,15-Oct-29,API,23-Feb-19,01-May-19,0.69,10,6,No,40
CUST0184,234,Timmy Boschmann,South,Manufacturing,Credit Line,AST0184,31-Dec-19,46492,753,20915,42936,216202,3572,18.49,0.89,0.84,153,5,36,27-Jun-20,Good,38/121/268,No,0.78,0.35,0.964,v1.9,Medium,"{""IncomeImpact"": 0.058, ""CreditHistory"": 0.969, ""DTI"": 0.884}",47372,8470,214675,Written-Off,No,No,Yes,26-Mar-21,05-Aug-27,CoreBanking,27-Mar-17,31-Jan-17,0.92,10,9,No,6
CUST0185,177,Hettie Durward,West,Technology,Credit Line,AST0185,24-Mar-24,46976,529,3758,641,45376,2251,8.2,1.32,0.64,31,41,170,26-Aug-24,Irregular,53/45/251,Yes,0.995,0.174,0.577,v1.1,Medium,"{""IncomeImpact"": 0.396, ""CreditHistory"": 0.758, ""DTI"": 0.696}",259500,39983,313991,Written-Off,No,No,No,26-Sept-24,13-Jun-26,API,14-Oct-22,05-Mar-24,0.56,17,10,Yes,34
CUST0186,156,Edlin Sandeman,South,Retail,Credit Line,AST0186,29-Oct-16,45419,438,25421,42810,18864,2333,9.67,1.31,0.96,12,18,74,25-Jun-17,High-Risk,81/19/263,Yes,0.816,0.224,0.79,v2.1,High,"{""IncomeImpact"": 0.224, ""CreditHistory"": 0.537, ""DTI"": 0.593}",88627,290061,169138,Closed,No,No,No,28-Jan-16,31-Dec-27,DataWarehouse,26-Mar-24,11-Aug-16,0.51,17,5,No,100
CUST0187,56,Rodrick Clingan,South,Finance,Mortgage,AST0187,09-Jun-20,46043,458,34989,57963,222992,1643,20.08,1.16,0.69,134,34,141,06-May-22,High-Risk,96/29/213,No,0.091,0.877,0.978,v1.1,Low,"{""IncomeImpact"": 0.266, ""CreditHistory"": 0.13, ""DTI"": 0.889}",10111,256405,182562,Closed,No,Yes,No,23-Dec-24,08-May-28,DataWarehouse,06-Dec-16,17-Dec-22,0.65,4,4,Yes,89
CUST0188,206,Shae Brachell,East,Healthcare,Mortgage,AST0188,06-Aug-16,45771,433,7151,111360,186093,1015,2.87,1.57,0.76,10,12,27,20-Feb-19,Good,84/131/30,No,0.862,0.81,0.704,v1.4,Low,"{""IncomeImpact"": 0.655, ""CreditHistory"": 0.551, ""DTI"": 0.087}",35732,163149,350007,Active,Yes,Yes,Yes,03-Aug-21,14-Feb-26,CoreBanking,09-Jul-22,10-Dec-18,0.51,5,5,No,46
CUST0189,144,Juanita Spottiswoode,Central,Technology,Loan,AST0189,19-Oct-16,45077,401,39888,3665,143631,1877,18.18,1.93,0.17,193,34,1,06-Jul-19,High-Risk,12/54/258,No,0.373,0.26,0.61,v3.9,Low,"{""IncomeImpact"": 0.723, ""CreditHistory"": 0.496, ""DTI"": 0.081}",231511,358121,56268,Active,No,No,No,27-May-17,20-Nov-27,CoreBanking,28-Jul-19,07-Apr-16,0.88,11,2,No,15
CUST0190,38,Randi Ison,East,Retail,Loan,AST0190,29-Oct-20,45054,384,23503,129423,35335,3252,7.81,1.24,0.31,113,14,141,20-Mar-22,Irregular,37/109/96,Yes,0.683,0.076,0.796,v4.5,Low,"{""IncomeImpact"": 0.851, ""CreditHistory"": 0.495, ""DTI"": 0.481}",7703,358453,257765,Written-Off,Yes,No,No,10-Nov-20,10-Sept-28,CRM,03-May-16,10-Aug-16,0.7,19,2,Yes,9
CUST0191,97,Tiffy Godding,South,Technology,Credit Line,AST0191,29-Jan-19,44674,425,17261,111333,195106,4188,7.68,1.46,0.58,69,48,164,22-Dec-20,Irregular,45/121/207,No,0.825,0.348,0.939,v5.4,Low,"{""IncomeImpact"": 0.678, ""CreditHistory"": 0.566, ""DTI"": 0.267}",239359,61642,64062,Closed,No,No,Yes,17-Jan-22,03-Oct-25,CRM,12-Feb-16,11-Apr-23,0.53,3,8,Yes,23
CUST0192,240,Amii McBeath,South,Retail,Loan,AST0192,17-Apr-19,46413,378,45324,197029,141301,4132,20.03,0.48,0.66,125,32,66,16-Dec-22,High-Risk,43/138/279,Yes,0.797,0.658,0.919,v1.6,Low,"{""IncomeImpact"": 0.851, ""CreditHistory"": 0.867, ""DTI"": 0.708}",202132,240990,164919,Closed,No,No,Yes,15-May-15,29-Dec-25,DataWarehouse,02-Dec-24,02-Dec-22,0.58,14,3,No,92
CUST0193,18,Meyer Sutterfield,Central,Manufacturing,Credit Line,AST0193,13-May-19,45959,787,38847,40975,137824,556,10.39,1.04,0.97,157,43,90,03-Aug-20,Irregular,41/15/14,Yes,0.697,0.68,0.94,v2.5,Medium,"{""IncomeImpact"": 0.619, ""CreditHistory"": 0.753, ""DTI"": 0.159}",15103,406182,327760,Closed,No,Yes,No,14-Nov-18,02-Jan-27,API,09-Dec-18,20-Aug-15,0.83,8,4,No,76
CUST0194,92,Philippine Gate,East,Finance,Lease,AST0194,14-Dec-15,45535,473,3291,141142,90489,406,12.06,1.74,0.57,107,17,5,07-Sept-16,High-Risk,60/150/11,No,0.872,0.029,0.872,v4.9,Medium,"{""IncomeImpact"": 0.826, ""CreditHistory"": 0.129, ""DTI"": 0.335}",170041,305175,51236,Closed,Yes,Yes,No,27-Jul-20,27-Oct-27,DataWarehouse,13-Nov-16,23-Nov-21,0.65,14,4,No,82
CUST0195,33,Nicky Dalziel,Central,Healthcare,Lease,AST0195,02-Jul-24,49064,571,5115,77940,155345,3393,20.31,1.29,0.96,183,37,24,21-Jul-24,High-Risk,43/69/34,No,0.161,0.818,0.644,v4.3,Medium,"{""IncomeImpact"": 0.832, ""CreditHistory"": 0.507, ""DTI"": 0.006}",41192,346592,158254,Written-Off,No,No,No,30-Mar-17,29-Apr-27,API,26-Oct-17,03-Jan-22,0.76,18,3,Yes,81
CUST0196,136,Niall Senchenko,Central,Manufacturing,Mortgage,AST0196,20-Nov-22,47364,778,19559,167228,144649,3653,23.43,1.48,0.06,51,23,118,30-May-23,Good,30/38/153,No,0.617,0.981,0.77,v4.5,Low,"{""IncomeImpact"": 0.632, ""CreditHistory"": 0.26, ""DTI"": 0.634}",107723,448530,216236,Closed,No,Yes,No,14-Sept-22,16-May-28,CoreBanking,21-Jul-19,03-Sept-17,0.56,7,1,Yes,40
CUST0197,44,Demetri Ivanishchev,West,Manufacturing,Loan,AST0197,16-Mar-20,46259,506,12443,71489,40764,338,7.2,1.63,0.66,45,41,10,06-May-23,High-Risk,62/200/10,Yes,0.78,0.107,0.671,v1.5,High,"{""IncomeImpact"": 0.761, ""CreditHistory"": 0.541, ""DTI"": 0.963}",157226,459647,33335,Closed,No,Yes,No,01-Jun-24,23-Jan-29,CoreBanking,24-Aug-17,03-Apr-16,0.79,17,2,No,64
CUST0198,161,Hilde Fritzer,Central,Finance,Lease,AST0198,02-Dec-24,46362,637,40294,193262,107223,2032,23.45,0.51,0.11,54,17,112,09-Dec-24,Irregular,32/150/28,No,0.633,0.932,0.534,v5.5,High,"{""IncomeImpact"": 0.103, ""CreditHistory"": 0.937, ""DTI"": 0.688}",60224,170931,286127,Closed,No,Yes,No,11-Nov-24,26-May-29,CoreBanking,26-Jan-19,30-Apr-20,0.86,10,1,Yes,95
CUST0199,241,Donavon Morot,South,Retail,Credit Line,AST0199,05-Jun-22,48354,616,43874,183662,100120,1099,13.84,0.55,0.44,2,25,65,30-Jul-22,Irregular,11/193/120,No,0.301,0.708,0.81,v2.2,Medium,"{""IncomeImpact"": 0.067, ""CreditHistory"": 0.582, ""DTI"": 0.346}",167295,466094,337866,Closed,Yes,No,Yes,25-Mar-24,16-May-29,API,13-Apr-20,07-Apr-23,0.71,11,7,Yes,21
CUST0200,55,Norene McCrum,North,Retail,Credit Line,AST0200,31-Oct-22,46298,634,31704,182245,12169,526,16.39,0.45,0.44,164,8,0,01-Apr-24,Irregular,25/160/156,No,0.046,0.872,0.565,v5.1,Low,"{""IncomeImpact"": 0.973, ""CreditHistory"": 0.969, ""DTI"": 0.75}",83744,135864,270724,Written-Off,Yes,No,No,24-Jan-20,07-Sept-27,CoreBanking,03-Dec-17,11-Dec-16,0.84,11,5,Yes,11
CUST0201,246,Alic Mantz,West,Manufacturing,Mortgage,AST0201,25-Aug-19,45572,321,3505,146415,174635,1973,22.76,1.95,0.2,179,10,12,31-Aug-20,Irregular,79/109/133,Yes,0.758,0.025,0.885,v1.5,Low,"{""IncomeImpact"": 0.022, ""CreditHistory"": 0.324, ""DTI"": 0.489}",298398,66525,7400,Written-Off,No,No,No,30-Apr-16,05-Apr-26,CoreBanking,19-Feb-17,31-Aug-24,0.91,9,5,No,49
CUST0202,233,Bernelle Firk,Central,Healthcare,Lease,AST0202,17-Jun-16,44669,493,29415,47282,112092,1295,1.69,1.95,0.24,115,15,94,11-Oct-18,High-Risk,87/165/234,Yes,0.683,0.446,0.726,v1.7,Low,"{""IncomeImpact"": 0.274, ""CreditHistory"": 0.997, ""DTI"": 0.426}",170473,368343,208433,Written-Off,Yes,No,No,04-Apr-23,08-May-28,DataWarehouse,27-Oct-15,26-Jan-16,0.78,2,6,Yes,61
CUST0203,86,Cirstoforo Tredinnick,North,Retail,Credit Line,AST0203,22-Dec-18,46304,609,27866,175967,102229,1183,24.23,1.16,0.58,66,10,128,26-Jun-19,Irregular,43/119/67,Yes,0.164,0.795,0.84,v3.8,Medium,"{""IncomeImpact"": 0.694, ""CreditHistory"": 0.221, ""DTI"": 0.082}",75341,141527,61258,Closed,Yes,Yes,No,10-Oct-24,06-Sept-29,DataWarehouse,22-May-23,16-Jan-19,0.96,10,5,No,67
CUST0204,201,Rayshell Hesbrook,East,Manufacturing,Mortgage,AST0204,06-Jul-18,45436,750,5487,49524,43960,547,6.52,0.17,0.26,180,29,111,11-May-20,Good,63/10/226,No,0.655,0.273,0.972,v5.7,Medium,"{""IncomeImpact"": 0.951, ""CreditHistory"": 0.151, ""DTI"": 0.432}",259467,63977,377363,Active,Yes,No,Yes,14-Apr-17,14-Nov-29,DataWarehouse,09-Jan-17,12-May-24,0.58,17,5,Yes,75
CUST0205,165,Sam Kupis,South,Manufacturing,Loan,AST0205,17-Jan-15,44540,552,34644,177447,29721,2792,1.62,1.39,0.68,100,23,151,11-Jun-21,Good,41/39/14,Yes,0.42,0.639,0.705,v4.7,Medium,"{""IncomeImpact"": 0.398, ""CreditHistory"": 0.274, ""DTI"": 0.984}",142200,316534,344984,Active,No,Yes,No,23-Aug-18,07-Feb-29,CoreBanking,15-May-17,05-Sept-24,0.52,10,6,Yes,96
CUST0206,149,Christoffer Carty,West,Finance,Credit Line,AST0206,17-Oct-15,44900,561,13666,62935,207080,3367,3.14,1.72,0.16,199,25,72,18-Jul-22,High-Risk,96/167/78,Yes,0.894,0.23,0.684,v3.7,Medium,"{""IncomeImpact"": 0.213, ""CreditHistory"": 0.031, ""DTI"": 0.652}",163582,478817,359117,Written-Off,Yes,No,Yes,01-May-24,23-Jan-27,CoreBanking,28-Jun-20,30-Dec-19,0.94,16,5,No,12
CUST0207,78,Cassie Pioch,Central,Healthcare,Credit Line,AST0207,26-Jun-23,47198,736,8091,10600,139569,2899,24.36,1.39,0.65,182,9,126,07-Jul-24,High-Risk,80/165/268,Yes,0.864,0.473,0.888,v3.7,Medium,"{""IncomeImpact"": 0.968, ""CreditHistory"": 0.186, ""DTI"": 0.869}",42514,480638,250405,Closed,Yes,Yes,No,08-Jun-24,25-May-26,API,25-Apr-18,17-May-21,0.52,3,1,Yes,66
CUST0208,173,Gabrielle Lyptrade,West,Technology,Lease,AST0208,07-Oct-19,45801,663,18702,153503,26435,4224,1.39,1.51,0.46,46,25,11,17-Apr-20,Good,53/180/152,No,0.771,0.845,0.516,v5.7,High,"{""IncomeImpact"": 0.761, ""CreditHistory"": 0.626, ""DTI"": 0.131}",236902,332056,138975,Closed,Yes,Yes,Yes,17-Nov-15,10-Mar-29,DataWarehouse,10-Oct-24,21-Jul-22,0.55,18,1,Yes,51
CUST0209,138,Gerry Harring,West,Manufacturing,Credit Line,AST0209,22-Apr-16,42901,798,21844,162135,218157,3055,17.58,1.93,0.68,77,5,32,18-Jul-16,Good,1/48/57,Yes,0.921,0.617,0.563,v2.0,Low,"{""IncomeImpact"": 0.797, ""CreditHistory"": 0.482, ""DTI"": 0.117}",253243,345065,76102,Written-Off,Yes,No,Yes,19-Dec-15,09-Sept-26,API,29-Aug-16,25-Apr-20,0.71,4,3,Yes,95
CUST0210,233,Noelyn Tibb,West,Finance,Credit Line,AST0210,17-Nov-22,47070,548,15194,77288,154272,3309,2.22,0.11,0.63,182,27,106,27-Mar-24,Irregular,94/148/283,No,0.686,0.43,0.791,v1.7,Medium,"{""IncomeImpact"": 0.201, ""CreditHistory"": 0.492, ""DTI"": 0.064}",255856,274146,309874,Written-Off,No,Yes,Yes,03-Dec-20,08-Feb-25,API,18-Jun-21,17-Jul-18,0.78,9,7,No,15
CUST0211,205,Pip Bradden,East,Manufacturing,Credit Line,AST0211,19-Jul-20,46946,321,12573,75500,195371,1674,12.26,0.93,0.51,150,43,86,03-Mar-24,High-Risk,91/168/239,Yes,0.269,0.798,0.536,v3.6,Medium,"{""IncomeImpact"": 0.31, ""CreditHistory"": 0.455, ""DTI"": 0.012}",189877,422318,247634,Active,Yes,No,Yes,25-Jun-22,16-Sept-27,CoreBanking,10-Dec-16,28-Mar-17,0.58,16,2,No,64
CUST0212,188,Noni Oseman,Central,Finance,Loan,AST0212,28-May-18,44574,667,19092,93596,182452,1399,5.19,1.73,0.5,16,21,110,30-Jul-19,Good,79/58/61,Yes,0.392,0.48,0.93,v4.4,Medium,"{""IncomeImpact"": 0.6, ""CreditHistory"": 0.292, ""DTI"": 0.695}",187248,408373,24471,Written-Off,No,Yes,Yes,03-Dec-22,14-Apr-25,API,17-Dec-23,16-Feb-20,0.98,4,2,Yes,72
CUST0213,32,Murvyn Reckhouse,South,Finance,Mortgage,AST0213,21-Jun-15,44618,670,12291,190932,81578,3716,19.29,1.05,0.87,39,41,93,25-Aug-16,Irregular,17/31/103,No,0.78,0.04,0.993,v4.0,Low,"{""IncomeImpact"": 0.481, ""CreditHistory"": 0.105, ""DTI"": 0.242}",249336,183950,150343,Written-Off,Yes,Yes,No,06-Mar-19,04-Jan-29,API,17-Jan-19,22-Jan-22,0.83,5,9,No,30
CUST0214,218,Cora Wyndham,West,Manufacturing,Credit Line,AST0214,19-Jul-16,46219,828,46708,94836,12802,3725,4.49,0.12,0.81,17,5,86,10-May-21,Irregular,51/197/84,No,0.142,0.499,0.505,v1.6,Low,"{""IncomeImpact"": 0.618, ""CreditHistory"": 0.702, ""DTI"": 0.56}",80142,478175,301233,Active,No,No,No,07-Dec-24,26-Oct-28,DataWarehouse,03-Feb-23,01-May-23,0.66,12,1,No,68
CUST0215,127,Bing Beckles,West,Manufacturing,Mortgage,AST0215,05-Nov-21,45471,752,47709,90505,237698,3413,19.61,1.77,0.08,137,21,99,23-Oct-23,High-Risk,92/189/64,No,0.326,0.518,0.539,v2.1,High,"{""IncomeImpact"": 0.088, ""CreditHistory"": 0.351, ""DTI"": 0.033}",290294,168710,273330,Closed,Yes,Yes,Yes,25-Dec-24,20-Jun-29,DataWarehouse,15-Sept-17,01-May-24,0.89,14,9,Yes,94
CUST0216,5,Janina Dilrew,Central,Retail,Loan,AST0216,03-Sept-15,44142,348,44661,32702,122633,2540,14.74,0.11,0.34,60,47,148,15-Feb-17,High-Risk,91/160/273,Yes,0.397,0.133,0.6,v3.4,Medium,"{""IncomeImpact"": 0.568, ""CreditHistory"": 0.689, ""DTI"": 0.801}",74385,379525,198005,Written-Off,Yes,Yes,No,16-Oct-20,07-Apr-28,CoreBanking,24-Mar-24,24-Sept-23,0.68,4,3,No,53
CUST0217,4,Sophia Belham,West,Healthcare,Credit Line,AST0217,02-Dec-15,43082,519,31239,20466,101808,4411,10.67,1.16,0.78,67,37,127,03-Feb-16,High-Risk,54/112/250,No,0.167,0.105,0.968,v2.2,High,"{""IncomeImpact"": 0.636, ""CreditHistory"": 0.706, ""DTI"": 0.032}",67649,259156,372847,Closed,Yes,Yes,Yes,09-Feb-20,28-Aug-27,CRM,16-May-23,04-Oct-16,0.97,12,2,No,15
CUST0218,208,Vin Fernie,East,Finance,Mortgage,AST0218,10-May-16,44378,420,26344,79934,103162,2584,8.06,0.15,0.14,200,37,107,24-Jul-19,Good,39/72/110,Yes,0.052,0.541,0.901,v4.0,Low,"{""IncomeImpact"": 0.709, ""CreditHistory"": 0.871, ""DTI"": 0.714}",288067,187792,35423,Active,No,No,No,06-May-21,16-Jul-27,DataWarehouse,06-Oct-23,26-Mar-19,0.74,20,3,Yes,65
CUST0219,44,Pepi Martellini,West,Healthcare,Lease,AST0219,19-Feb-22,46863,391,42944,174195,168470,3455,10.29,1.81,0.34,11,42,113,28-Aug-24,High-Risk,35/165/45,Yes,0.339,0.815,0.909,v1.9,High,"{""IncomeImpact"": 0.08, ""CreditHistory"": 0.895, ""DTI"": 0.548}",162925,299148,338249,Active,Yes,Yes,Yes,24-May-21,05-Dec-27,CoreBanking,02-Jun-23,03-May-20,0.75,1,2,Yes,3
CUST0220,193,Sanson Tanby,South,Technology,Credit Line,AST0220,31-Jan-18,46718,386,36966,159083,88999,3391,15.13,1.03,0.93,87,27,46,22-May-20,Irregular,3/135/162,No,0.452,0.644,0.53,v3.1,Low,"{""IncomeImpact"": 0.526, ""CreditHistory"": 0.732, ""DTI"": 0.082}",53079,289048,88162,Closed,Yes,Yes,No,13-Aug-23,03-Jul-25,CoreBanking,10-Jun-18,27-Jul-19,0.84,2,10,No,24
CUST0221,117,Page Ham,East,Manufacturing,Loan,AST0221,22-Apr-15,45402,627,11336,108219,239097,2755,7.19,1.89,0.9,13,12,61,17-Dec-15,High-Risk,75/60/252,No,0.247,0.16,0.668,v1.4,Low,"{""IncomeImpact"": 0.872, ""CreditHistory"": 0.219, ""DTI"": 0.976}",167899,248701,289994,Closed,Yes,No,Yes,28-Jul-19,21-Jul-28,CoreBanking,08-Dec-24,18-Mar-15,0.63,19,2,Yes,98
CUST0222,193,Minnie Conachy,East,Technology,Credit Line,AST0222,22-Mar-21,47310,756,7499,166670,136185,1766,19.79,0.37,0.54,43,50,62,04-Dec-21,High-Risk,54/142/231,Yes,0.182,0.79,0.86,v1.7,High,"{""IncomeImpact"": 0.659, ""CreditHistory"": 0.498, ""DTI"": 0.555}",152650,347390,87756,Active,Yes,No,No,14-Sept-21,29-May-26,API,10-Dec-18,12-Jun-24,0.82,19,9,No,6
CUST0223,200,Orran Pahler,Central,Finance,Lease,AST0223,23-Oct-16,46058,391,27906,183089,37237,1244,18.4,2,0.88,53,39,129,19-Oct-22,Irregular,87/87/133,No,0.228,0.996,0.84,v3.3,High,"{""IncomeImpact"": 0.975, ""CreditHistory"": 0.65, ""DTI"": 0.2}",169631,184112,110427,Closed,No,Yes,Yes,01-Apr-22,05-Jan-25,API,18-Jan-15,09-Feb-15,0.84,14,9,No,98
CUST0224,154,Kessiah Fardon,North,Technology,Loan,AST0224,28-May-19,46182,755,46056,32352,97535,3183,20.86,0.78,0.18,196,44,2,10-Nov-19,Good,59/94/98,No,0.072,0.031,0.864,v1.3,High,"{""IncomeImpact"": 0.258, ""CreditHistory"": 0.463, ""DTI"": 0.868}",11371,402631,147395,Written-Off,No,Yes,Yes,26-Feb-24,10-Jun-28,DataWarehouse,25-Jan-24,19-Jan-23,0.61,16,6,Yes,36
CUST0225,17,Marlane Murkitt,Central,Healthcare,Loan,AST0225,11-Jul-20,47271,500,43840,103831,34083,2372,14.66,1.04,0.55,168,47,144,27-Jun-24,High-Risk,87/154/289,Yes,0.743,0.425,0.52,v1.9,Low,"{""IncomeImpact"": 0.346, ""CreditHistory"": 0.371, ""DTI"": 0.988}",35104,71810,136117,Written-Off,Yes,No,Yes,04-Jul-24,20-Oct-28,CRM,09-Oct-22,08-Aug-22,0.77,9,9,No,1
CUST0226,115,Saidee Mapowder,North,Retail,Credit Line,AST0226,16-Oct-19,46744,716,19959,31907,183303,4345,12.2,0.79,0.76,184,14,12,25-Jul-23,Irregular,53/136/229,No,0.867,0.579,0.937,v1.6,Low,"{""IncomeImpact"": 0.439, ""CreditHistory"": 0.725, ""DTI"": 0.487}",176482,47891,299798,Active,Yes,No,Yes,20-Oct-17,08-Feb-26,CoreBanking,10-Sept-18,27-Jun-18,0.53,4,1,No,56
CUST0227,33,Erastus Berardt,East,Retail,Mortgage,AST0227,23-Jan-24,45777,410,33036,62484,94339,545,20.72,1.09,0.24,18,49,153,21-Nov-24,High-Risk,56/195/48,No,0.901,0.422,0.605,v5.1,Low,"{""IncomeImpact"": 0.277, ""CreditHistory"": 0.592, ""DTI"": 0.912}",32817,485622,17481,Closed,No,Yes,Yes,11-Sept-15,02-Jul-29,API,13-Aug-15,19-May-18,0.81,14,2,Yes,87
